job_title,company,location,category,contract_type,created_date,avg_salary,description,skills,skills_count,salary_available
Sr. Data Scientist,vConstruct Private Limited,"Pune, Maharashtra",IT Jobs,,2025-12-07 10:26:43+00:00,,"vConstruct, a Pune based Construction Technology company seeks a Senior Data Scientist for their Data Science and Analytics team which is a tight-knit group of Data Scientists and AI Engineers along with Data Analysists and Data Engineers that support all data aspects of DPR business. This team drives up with passion of Transforming this Construction Industry by the use of cutting edge technology enabled with strong AI/ ML Solutions. Here, each and every data point starting from Pre-Constructio…",data analysis,1,0
Data Privacy Consultant,Infosys,India,IT Jobs,,2025-12-10 16:54:27+00:00,,"Enterprise focused: Lead and collaborate in the formulation of policies related to collection and processing of personally identifiable information, based on the Privacy & Data Protection Laws of the countries in which the company operates or would like to expand its operations. Implement and monitor the data privacy policies and associated processes across functions and business units. Proactively partner with functional groups (HR, CAG, CCD, Facilities,) to ensure that the adoption of new tec…",,0,0
Associate Data Scientist,v4c.ai,India,IT Jobs,,2025-12-18 08:41:00+00:00,,"Overview: The Associate Data Scientist supports the development and implementation of data models, focusing on Machine Learning, under the supervision of more experienced scientists, contributing to the team’s innovative projects. Job Description: Assist in the development of Machine Learning models and algorithms, contributing to the design and implementation of data-driven solutions. Perform data preprocessing, cleaning, and analysis, preparing datasets for modeling and supporting higher-leve…",machine learning,1,0
Data Engineer -7423,EXL,India,IT Jobs,,2025-12-13 09:40:15+00:00,,"Work Location - Gurugram, Pune, Bangalore Key Role and Responsibilities: Design, develop, test, and deploy data integration processes (batch or real-time) using tools such as Microsoft SSIS, Azure Data Factory, Databricks, Matillion, Airflow, Sqoop, etc. •Create functional & technical documentation e.g. ETL architecture documentation, unit testing plans and results, data integration specifications, data testing plans, etc. Provide a consultative approach with business users, asking questions to…",,0,0
Senior Data Engineer,Impetus Career Consultants,"Hyderabad, Telangana",IT Jobs,,2025-12-19 08:54:34+00:00,,"Role:- Senior Data Engineer Location:- Ahmedabad/Hyderabad Job Description Qualifications: Bachelor’s or Master’s degree in Computer Science, Engineering, or related field. 3 years’ experience as a data engineer or relevant role Understanding of Big Data technologies, DataLake, DeltaLake, Lakehouse architectures Advanced proficiency in Python, SQL, and Apache Spark. Deep understanding of data modeling, ETL/ELT processes, and data warehousing concepts. Experience with cloud data platforms such a…","python, sql",2,0
Data Practice Lead,Opus Technologies,"Pune, Maharashtra",IT Jobs,,2025-11-27 09:47:20+00:00,,"Job Title: Data Practice Lead Location: Pune (Preferred) / Bengaluru Experience: 15 Years Employment Type: Full-Time Primary Skills: Data Engineering, Data Platforms, Competency Building, Practice Growth, Consulting/Advisory, Delivery/Operational Excellence, CoE, Team Building, Databricks, Snowflake Job Scope: We are seeking a dynamic Data Engineering Professional to lead our data practice and deliver cutting-edge solutions for clients in the financial services sector. This strategic role blend…",excel,1,0
Python Data Engineer,Tata Consultancy Services,India,IT Jobs,,2025-12-18 08:46:37+00:00,,"Greetings from TCS! TCS is hiring for :- Python Data Engineer Job Summary: Role : Python Data Engineer Experience: 5 year to 10 years Job Location: Gurugram Required Skills : Python , Sql , Databricks Must-Have Actively engage in the development, testing, deployment, operation, monitoring and refinement of data services Manage incidents/problems, apply fixes and resolve systematic issues; triage issues with stakeholders and identify and implement solutions to restore productivity Experience wit…","python, sql",2,0
Data Engineer I,OLX India,India,IT Jobs,,2025-11-28 09:43:23+00:00,,"Data Engineer I Gurugram, Haryana, OLX India – Engineering /Full-Time Work from Office We are looking for a talented Data Engineer who will play an integral role in the technical development of critical tools and business workflow leveraging data for decision making. This role involves driving team productivity through creating future state best practices for business analytics. This is responsible for defining, designing, and implementing AWS/Data Engineering technologies and services to enabl…",,0,0
AWS Data Engineer,Tata Consultancy Services,"Hyderabad, Telangana",IT Jobs,,2025-12-20 09:05:15+00:00,,"TCS is hiring for AWS Data Engineer Professionals for Hyderabad Location! Job Role: AWS Data Engineer Job Experience: 5 to 10 Years Interview Location: Hyderabad Interview Mode: Face to face Interview Interview Date: 20th Dec 2025 Venue: Tata Consultancy Services, Synergy park (Non Sez), Indian Immunologicals Colony, Gachibowli, Hyderabad, Telangana 500032 What we are looking for: Strong hands-on experience in Python programming and PySpark Experience using AWS services (RedShift, Glue, EMR, S3…",python,1,0
Lead Data Engineer,KPI Partners,India,IT Jobs,,2025-12-18 02:38:30+00:00,,"Mandatory skill : Snowflake, DBT, Airflow, Terraform, AWS/ Azure Notice period : immediate to 30 days Location : Bangalore, Hyderabad, Pune Experience : 7- 12 Years We are seeking a highly skilled Principal Data Engineer with 7 to 12 years of experience to join our dynamic team at KPI Partners. The successful candidate will be responsible for designing, building, and maintaining data architectures and pipelines, ensuring the effective use of data across the organization. Key Responsibilities: L…",,0,0
Senior Data Engineer,Publicis Global Delivery ,"Bangalore, Karnataka",IT Jobs,,2025-12-11 09:27:53+00:00,,"The role will focus on developing and optimizing SQL-based data processing logic, supporting ETL and reporting workloads across hybrid cloud platforms (Redshift, Databricks, Azure Fabric, and AWS RDS), and ensuring smooth, reliable release cycles in partnership with our Tier II and onshore engineering teams. The ideal candidate is an independent, hands-on developer with strong SQL skills, performance-tuning experience, and the ability to work across multiple data environments with minimal super…",sql,1,0
Enterprise Data Architect,CitiusTech,"Pune, Maharashtra",IT Jobs,,2025-12-19 08:58:48+00:00,,"Who we are CitiusTech - Shaping Healthcare Possibilities. CitiusTech is a global IT services, consulting, and business solutions enterprise 100% focused on the healthcare and life sciences industry. We enable 140 enterprises to build a human-first ecosystem that is efficient, effective, and equitable with deep domain expertise and next-gen technology. With over 8,500 healthcare technology professionals worldwide, CitiusTech powers healthcare digital innovation, business transformation, and indu…",,0,0
Lead Data Engineer,MakeMyTrip,India,IT Jobs,,2025-12-09 09:00:55+00:00,,"Role: Lead Data Engineer Location: Bangalore Years of Experience: 6 -8 Years About the function: At MakeMyTrip (MMT), technology is at the heart of everything we do. As a leading player in the travel industry, we leverage cutting-edge solutions like AI, machine learning, and cloud infrastructure to create seamless and innovative travel experiences. We prioritize a tech-first mindset, where our engineering teams lead the charge in transforming the way people travel. Our culture encourages collab…",machine learning,1,0
Data Visualization Developer,Tata Consultancy Services,India,IT Jobs,,2025-12-19 09:00:07+00:00,,"Greetings from TCS! Job Title:Data Visualization Developer Required Skillset: Power BI, Tableau Location: Bangalore Experience Range: 6yrs Job Description Must-Have • PowerBI • SQL • Tableau • Data Dog Good To Have: • Spotfire • Collibra DQ • Github repos • Alteryx • HANA and Snowflake knowledge for data sources connections Responsibility of / Expectations from the Role : Translate complex data sets into clear, compelling visual stories that support business decision-making. Collaborate with st…",sql,1,0
Snowflake Data Engineer,Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2025-12-01 12:02:44+00:00,,"TCS is hiring for Data Engineer Experience : 4 to 6 Location: Chennai Mode of Driving : Walk-in Date: 5th Dec 2025 (Saturday) Venue: TATA Consultancy Services Ltd, Magnum Office, , 200 Feet Radial Rd, MCN Nagar Extension, Thoraipakkam, Chennai - 600097 Must Have Minimum of 3 years of working experience with Snowflake as a cloud Datawarehouse and data lake service Experience in advanced snowflake topics like RBAC, Dynamic tables, optimization techniques Obvious track record of designing and impl…",,0,0
Azure Data Engineer,Tata Consultancy Services,"Indore, Madhya Pradesh",IT Jobs,,2025-12-01 12:00:33+00:00,,"Role -Azure Data Engineer. Experience - 5 to 14 years. Location -Indore. Must Have- Senior associate with hands-on working experience with Azure tool (primarily ADF/ Dataflow/ Databricks), building data pipelines and CICD pipelines Having experience to process data from on-prem/ Cloud, files, APIs and database with DQ checks Understand current data architecture landscape and liaise with the Business data architects/ Architects Support architecture for the data ingestion as per the banking domai…",,0,0
